,Estimated.Data.Flag...Natural.Gas,Borough,Estimated.Data.Flag...Electricity..Grid.Purchase.,Property.Type,Multifamily.Housing.Government.Subsidized.Housing,Metered.Areas.Energy,Occupancy100,number.of.energy.meters.cat,Multifamily.Housing.Resident.Population.Type,ENERGY.STAR.Score,Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..,Year.Built,Latitude,Multifamily.Housing.Percent.That.Can.Be.Cooled,Property.GFA.Calculated.Buildings.and.Parking.ft,Electricity.Use...Grid.Purchase.and.Generated.from.Onsite.Renewable.Systems..kBtu.,Longitude,Site.EUI.kBtu.ft,Multifamily.Housing.Percent.That.Can.Be.Heated,Multifamily.Housing.Gross.Floor.Area.ft,Percent.of.Electricity.Green.Power
21393,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,7,0,1931,40.833389,100,48852.0,698255.9,-73.90071,133.8,100,48852,0
21400,No,BRONX,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,29,0.9,1920,40.854073,100,47426.0,744782.3,-73.903608,99.1,100,47426,0
21410,No,STATEN IS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,23,1.2,1969,40.600361,100,30960.0,202543.8,-74.062489,118.2,100,30960,0.00E+00
21415,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,12,0.6,1988,40.732508,100,60052.0,1662684.7,-73.989424,80.4,100,60052,0
21417,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,24,0,1958,40.776097,100,218064.0,4299055.2,-73.961616,59.3,100,218064,0
21420,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,11,0.3,1926,40.694797,90,74779.0,3180631.9,-73.982791,69.8,100,66687,0
21437,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,53,0.7,1938,40.595319,0,49250.0,544386,-73.950651,81.3,90,49250,0
21446,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,3,0.1,1925,40.866175,100,38220.0,815694.9,-73.922221,155.4,100,38220,0
21448,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,50,0.7,1920,40.796446,100,41104.0,602213.2,-73.970464,81.3,100,41104,0
21449,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,89,0.3,2015,40.701298,100,34468.0,772875.3,-73.950724,50.4,100,31168,0
21452,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,3,1.2,1905,40.739867,100,38376.0,1611711.1,-74.002818,156.2,100,38376,0
21454,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,83,0.7,1923,40.781201,100,33402.0,421248.2,-73.957551,77.3,100,31402,0
21456,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,31,1.4,1927,40.749103,100,30540.0,457091,-73.887024,141.6,100,30540,0
21461,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,13,1.1,1998,40.606629,100,54925.0,527560,-73.756058,128.1,100,21070,0
21464,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,7,1.1,1927,40.837536,90,65040.0,1260555.6,-73.916815,117.9,90,65040,0
21466,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,99,0.1,1963,40.824382,100,584332.0,12333735.1,-73.922613,27,100,584332,0
21468,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.5,2016,40.664945,100,91727.0,42354.1,-73.895111,51.6,100,78900,0.00E+00
21472,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,77,0.6,1955,40.634237,100,89375.0,997054.3,-74.036735,69.4,100,89375,0
21477,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,2019,40.767257,100,141490.0,2225990.5,-73.992094,19.5,100,129071,0
21481,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,80,0.3,2010,40.717153,100,108331.0,2704138.6,-73.953638,57.6,100,80050,0
21485,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,100,0,2020,40.632454,100,78325.0,293547.6,-73.966811,3.7,100,78325,0.00E+00
21487,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,66,0.6,1931,40.855985,0,83510.0,1132971.7,-73.863834,71.9,90,83510,0
21488,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,88,0.6,1924,40.695756,100,71380.0,763107.1,-73.993851,64.5,100,68780,0
21489,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.1,1927,40.856827,100,35000.0,378817.6,-73.930774,17.9,100,35000,0
21492,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,34,0.9,1925,40.837022,90,49000.0,852344.9,-73.908797,102.5,90,49000,0
21502,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.1,1927,40.874075,0,61286.0,710723,-73.88679,21.6,90,61286,0
21508,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,12,0.1,1914,40.856409,90,33358.0,570375.5,-73.930069,156,100,33358,0
21511,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,81,0.7,1920,40.825423,90,27108.0,412723,-73.943738,85.1,100,27108,0
21512,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,62,0.1,2015,40.692163,90,52430.0,2166735.3,-73.944572,59.5,90,42430,0
21521,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,91,0.3,1988,40.744872,90,151686.0,2110140.1,-73.980054,43.8,90,146854,0
21523,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,36,0.7,1958,40.792914,90,43540.0,595850.9,-73.79694,80.6,100,43540,0
21524,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,38,0.7,1958,40.793094,90,43540.0,584161.4,-73.795932,80.2,100,43540,0
21537,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,45,0.7,1958,40.794095,90,43540.0,581246.1,-73.799097,75.3,100,43540,0
21538,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,False,10,No specific resident population,100,0.1,1929,40.828607,100,37842.0,587536.5,-73.938023,22.8,100,37842,0
21541,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,44,0.7,1958,40.791695,90,43540.0,591048.1,-73.797977,76,100,43540,0
21544,No,QUEENS,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,83,0.1,1931,40.765093,100,39988.0,1024410.7,-73.931472,36.9,100,39988,0
21550,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,81,0,1930,40.619247,90,34668.0,317869.3,-73.988769,58.8,100,34668,0.00E+00
21555,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,80,0,1917,40.843559,90,28819.0,375825.3,-73.941894,78,90,28819,0
21559,No,QUEENS,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,33,1.2,1928,40.755566,40,48600.0,740128.7,-73.830593,129.7,90,48600,0
21560,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,79,0.4,2018,40.672592,100,62724.0,1050545.6,-73.918661,52,100,62724,0
21561,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,67,0,1931,40.849666,90,53316.0,647963.4,-73.904384,72.5,100,53316,0
21564,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,68,0.8,1931,40.605241,80,42000.0,386585.1,-73.99037,82.9,100,42000,0
21565,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,92,0,1928,40.778447,100,81180.0,1203035.7,-73.957159,62.6,100,81180,0
21566,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0,1909,40.803771,100,30610.0,312505.2,-73.945906,12.2,100,30610,0.00E+00
21568,No,QUEENS,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,78,0.4,2016,40.713102,80,64798.0,1457556.2,-73.785983,61.9,90,64798,0
21571,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.2,2009,40.7686,100,81834.0,898138.7,-73.828311,31.1,100,74687,0
21572,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,97,0.4,1924,40.694336,100,35600.0,289897.2,-73.932028,45.8,100,35600,0
21575,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,1,1.6,1925,40.627596,0,31200.0,954525.1,-73.981306,171.2,100,31200,0
21578,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,35,0,1931,40.852442,90,71000.0,1725076.8,-73.887109,111.5,100,71000,0
21580,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0,1926,40.826047,100,41460.0,465121.8,-73.945219,22.7,100,41460,0
21585,Yes,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,96,0.2,2015,40.715935,0,179844.0,3106940.2,-73.954656,39.9,0,165396,0
21587,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,88,0.4,2017,40.811367,90,128980.0,2368781.3,-73.927649,50.6,100,117477,0
21591,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,6,0.9,1994,40.695411,100,21712.0,848789.9,-73.930465,119.3,100,21712,0
21592,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,82,0.1,2017,40.693525,100,147257.0,4750650.4,-73.964844,45.3,100,110757,0
21594,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,14,0.8,1990,40.719468,90,41725.0,1031215.9,-73.997749,94.7,100,41725,0
21595,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,False,10,No specific resident population,88,0.7,1920,40.851412,80,40206.0,469492.9,-73.936169,80.8,90,40206,0
21598,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,8,1.6,1908,40.815631,100,38400.0,796111,-73.89694,169.9,100,38400,0
21599,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.1,1908,40.815227,100,54636.0,963599,-73.897356,24.7,100,54636,0
21600,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,64,0.9,1915,40.820637,100,48775.0,779033.3,-73.893872,93.6,100,48775,0
21603,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,94,0,1910,40.780992,0,28875.0,963651.2,-73.976201,33.4,0,28875,0
21604,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,15,No specific resident population,37,1,1925,40.838034,90,31815.0,410309,-73.923233,105.2,100,31815,0
21605,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,28,0.8,1951,40.756882,100,258968.0,5276658,-73.738893,89.6,100,258968,0
21622,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.1,2018,40.748026,90,149480.0,1142220.6,-73.946969,21.7,90,131791,0
21623,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,99,0.1,2019,40.868238,100,150351.0,3053484.4,-73.896801,31.5,100,150351,0
21630,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,2,1,1900,40.776417,90,52008.0,1784498.5,-73.982124,131,100,52008,0
21631,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,83,0.4,2007,40.79218,90,33892.0,736098.7,-73.940126,57.2,100,33892,0
21632,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,79,0.7,1927,40.782421,90,121950.0,1331729.5,-73.972622,70.1,100,121950,0
21639,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,7,1.1,1949,40.720558,90,36732.0,554331.6,-73.818615,116.6,100,36732,0
21649,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,87,0,1926,40.781333,90,58770.0,653277.2,-73.978082,70.4,90,58770,0
21654,Yes,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,19,0.6,1973,40.811565,100,51620.0,1523287.1,-73.91654,89.9,100,51620,0
21655,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,53,1,1927,40.793455,50,52976.0,936263,-73.974947,110.1,100,52976,0
21658,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,False,10,No specific resident population,75,0.2,2017,40.802762,100,29950.0,695165.3,-73.953542,47.6,100,27250,0
21663,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,Dedicated Senior/Independent Living,42,0.2,1972,40.850862,40,136928.0,3029710,-73.903504,104.5,100,136928,0
21667,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,68,0.7,1928,40.847139,100,36795.0,577182.4,-73.827046,83.9,100,36795,0
21670,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,51,0,1927,40.854223,100,43566.0,622509.2,-73.90578,82.7,100,43566,0
21672,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,78,0.6,1957,40.736554,100,118580.0,1779317.4,-73.873907,70.5,100,118580,0
21674,Yes,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,16,1.5,1950,40.730133,100,49108.0,561446.3,-73.850701,149.1,100,43308,0
21675,Yes,QUEENS,No,Multifamily Housing,No,Whole Property,True,20,No specific resident population,100,0.6,1949,40.730779,100,160408.0,1925195.4,-73.851035,64,100,156108,0
21676,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,58,0.7,1928,40.873454,100,50000.0,636294,-73.878182,76.3,100,50000,0
21677,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,55,0.4,1964,40.770873,100,177681.0,3744478.9,-73.953315,66.4,100,164181,0
21678,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,59,0.9,1925,40.791404,100,50000.0,728163.1,-73.97008,94.4,100,48000,0
21681,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,40,0.8,1940,40.797981,100,41520.0,453264.4,-73.971756,106.2,100,41520,0
21683,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,14,1,1953,40.761245,100,307636.0,6080504.7,-73.727502,113.8,100,307636,0
21684,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,73,0.8,1910,40.794139,100,31760.0,449542.9,-73.974625,86.1,100,31760,0
21686,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,74,0,1912,40.783184,100,33102.0,477524.8,-73.972333,79.5,100,33102,0
21694,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,97,0.1,1923,40.771419,100,66000.0,729764,-73.96051,50.1,100,66000,0
21697,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,48,0.9,1925,40.804097,90,28415.0,310087.8,-73.964464,93,90,28415,0.00E+00
21702,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,71,0.3,2016,40.663925,100,93800.0,2935070.6,-73.994409,54,100,69000,0
21706,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,74,0.2,1958,40.756263,100,78303.0,2586330.8,-73.969846,48.8,100,67584,0
21710,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,16,0.2,2016,40.722931,100,235529.0,11881549.6,-74.011043,70.3,100,225029,0
21711,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,55,0.3,2005,40.847519,100,51000.0,1690639.5,-73.909989,59.2,100,51000,0
21713,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,97,0.2,2011,40.68675,100,47940.0,568083.3,-73.96249,34,100,36340,0
21723,Yes,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,83,0.7,1986,40.751659,100,123000.0,946458.8,-73.882754,68.7,100,123000,0
21729,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,14,0.7,1907,40.821481,50,57415.0,2262605,-73.954071,99.5,100,48280,0
21730,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,20,No specific resident population,23,0.7,1942,40.76368,100,59701.0,1745301.8,-73.985492,92,100,59701,0
21735,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,45,0.6,2008,40.663015,100,28180.0,513374,-73.985766,76.7,100,28180,0
21738,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,72,0,1941,40.72606,90,166137.0,1841572.1,-73.848329,79.2,100,158637,0
21750,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,96,0.3,1930,40.866573,100,37445.0,523809.9,-73.926367,48.9,100,37445,0
21755,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,54,0,1928,40.77372,90,28872.0,430885.8,-73.915508,82.6,100,28872,0
21756,No,QUEENS,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,11,0.9,1965,40.722598,90,575600.0,12577689.7,-73.849816,112.7,100,556000,0
21785,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,82,0.3,2013,40.698423,90,108501.0,2262970.4,-73.984518,46.2,100,108501,0
21786,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,89,0.4,2008,40.822433,90,152699.0,2404376,-73.911635,52,100,140683,0
21793,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,82,0.4,2009,40.845724,100,30094.0,491134.9,-73.826233,52.8,100,30094,0
21795,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,63,0,1924,40.784444,100,42814.0,529891.4,-73.971433,83.9,100,42814,0
21800,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,64,0.8,1930,40.706677,100,53145.0,512641.7,-73.898919,81,100,53145,0
21803,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,36,0.9,1920,40.731926,100,88227.0,2103108.7,-74.009277,104.3,100,88227,0
21811,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,37,0.4,2006,40.771922,100,287473.0,8386723.3,-73.990216,66.5,100,247266,0
21813,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,15,0.9,1966,40.691052,100,57035.0,1728267.4,-73.779762,116.1,100,57035,0
21817,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,99,0.5,1920,40.778316,100,46621.0,668813.8,-73.978794,60.4,100,46621,0
21821,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,1914,40.836721,100,63384.0,711731.3,-73.945384,15.4,100,63384,0
21822,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,85,0.5,1920,40.785261,100,45774.0,664912.1,-73.980511,61,100,45774,0
21823,No,QUEENS,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,78,0.3,2016,40.74273,100,161556.0,4333734.7,-73.950278,53.2,100,161556,0
21824,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,20,No specific resident population,24,0.8,1983,40.67147,100,82198.0,1568391,-73.887181,95,100,82198,0
21827,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,1,2.2,1963,40.823046,100,876498.0,20874179.3,-73.919861,226.9,100,876498,0
21833,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,70,0.8,1910,40.814683,100,58912.0,976621.9,-73.899232,89.4,100,58912,0
21834,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,31,1,1922,40.814493,100,47495.0,1000261.9,-73.898123,113.5,100,47495,0
21835,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,41,0.8,1924,40.815637,100,51973.0,1103828.7,-73.898262,95.7,100,50793,0
21836,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,64,0.7,1927,40.686062,100,40614.0,500594.7,-73.967415,73.1,100,40614,0
21837,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,93,0.3,2015,40.839423,100,46400.0,886636.5,-73.922526,48.4,100,46400,0
21838,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,96,0.1,2016,40.693525,0,49656.0,1160322.9,-73.925314,37.2,90,49656,0
21839,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,98,0.2,2017,40.694752,90,169067.0,3139305.8,-73.924833,40.6,90,135784,0
21840,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,82,0.5,1903,40.817947,50,70509.0,1027772.9,-73.940113,64.3,70,70509,0
21841,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,83,0.5,1903,40.817947,50,70509.0,1021302,-73.940113,64.2,70,70509,0
21845,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,35,0.8,1930,40.846549,0,182882.0,2673427.6,-73.923725,88.1,90,182882,0
21846,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,70,0.8,1941,40.654203,0,66142.0,692552.1,-73.94926,79.4,90,66142,0
21848,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,31,0.8,1967,40.584466,0,38000.0,418564.4,-73.955591,86.6,90,38000,0
21850,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,79,0.6,1954,40.653873,0,77035.0,906290,-73.954713,65.1,90,77035,0
21851,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.4,2005,40.774931,0,25297.0,86245,-73.92918,40.8,100,25297,0.00E+00
21852,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,74,0.6,2017,40.837397,100,71604.0,1300132,-73.914452,72.2,100,71604,6.516991
21853,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,87,0.5,1992,40.717771,100,121800.0,1164015.7,-73.983795,56.8,100,121800,0
21854,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,57,0.9,1918,40.864522,90,39425.0,534817,-73.896922,98.8,100,39425,0
21855,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,98,0.1,1986,40.757022,100,42295.0,1400990.4,-73.824443,41,100,42295,0
21856,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,3,1.1,1929,40.664495,0,33800.0,744467.4,-73.954208,119.9,100,33800,0
21859,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,23,1.2,1927,40.856827,100,70000.0,1075511.5,-73.930774,124.7,100,70000,0
21860,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,20,No specific resident population,66,0.6,1920,40.803316,0,228312.0,2261185.6,-73.952447,64,90,228312,0
21863,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,80,0.6,1928,40.641963,100,45800.0,682723.1,-74.010017,73,100,45800,0
21864,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,59,0.8,1926,40.879327,0,96545.0,1157039.6,-73.877079,82,90,96545,0
21870,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,52,0.8,1939,40.853134,0,53400.0,701301.5,-73.866746,82.5,90,53400,0
21879,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,92,0.5,2016,40.692524,100,34912.0,789413.3,-73.941416,68.9,100,29584,0
21882,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,15,No specific resident population,99,0.1,1951,40.859978,90,65250.0,1177754.2,-73.865564,30.2,90,65250,0
21883,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,4,0.5,1910,40.727323,90,26460.0,1160161.2,-73.990251,151,90,21910,0
21884,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.1,1931,40.68679,100,32883.0,340998.7,-73.945553,21.6,100,32883,0
21885,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,100,0,1931,40.635189,90,69000.0,629471.4,-74.027804,12.7,90,69000,0
21887,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,79,0.5,1931,40.637641,0,28625.0,295159,-73.957606,60.3,90,28625,0.00E+00
21889,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,47,0.5,1970,40.684609,100,36134.0,923772.4,-73.998298,77.4,100,34384,0
21891,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,92,0.6,1922,40.668674,100,49188.0,496795.7,-73.976771,62.7,100,49188,0
21892,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,37,1.3,1929,40.631179,100,35280.0,579492.4,-74.026534,134.5,100,35280,0
21895,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,30,1,1920,40.789018,100,25288.0,363677.9,-73.980958,101.2,100,25288,0
21896,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,32,1,2010,40.863847,100,29762.0,767244.8,-73.890795,121.6,100,29762,0
21903,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,2,0.5,1925,40.866871,90,40128.0,1149509.6,-73.920336,177,100,40128,0
21904,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,90,0.4,2020,40.661217,100,101177.0,1855741.8,-73.917979,56.8,100,98177,0
21905,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,65,0.8,1955,40.634803,0,80027.0,894049.4,-73.951065,87.3,90,69527,0
21909,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,50,0.6,1900,40.724331,100,25159.0,504525.6,-74.009395,72.3,100,25159,0
21910,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,29,0.8,1958,40.793066,90,43540.0,584433.3,-73.799035,86.4,100,43540,0
21916,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,81,0,1922,40.832484,90,88170.0,988252,-73.940841,79.6,100,88170,0
21918,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,50,0.6,1970,40.660761,100,75131.0,1702980.7,-73.979405,81.3,100,68878,0
21926,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,21,0.9,1991,40.801067,100,31020.0,487342.4,-73.951481,103,100,31020,0
21928,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,30,1,1926,40.829682,70,58500.0,713791.8,-73.941841,105.8,100,58500,0
21929,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,15,Other dedicated housing,12,1.3,1956,40.670299,90,80700.0,1475809.4,-73.906544,141,100,79892,0
21930,No,QUEENS,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,82,0.4,1985,40.712349,90,53536.0,1011612.3,-73.883223,59.1,90,53536,0
