,Borough,number.of.energy.meters.cat,multifamily_pop_type,Metered.Areas.Energy,Property.Type,estimated_gas_usage,Occupancy100,estimated_electricity_usage,subsidized_housing,multifamily_cooled_area,energy_score,building_age,multifamily_heated_area,Latitude,green_electricity_percent,Longitude,energy_use,property_gfa,multifamily_gfa
239,BRONX,15,,Whole Property,College/University,Yes,True,Yes,,,,86.0,,40.817315,0.0,-73.927859,58.1,567416.0,
240,QUEENS,5,,,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,227110.0,
241,BROOKLYN,5,,,College/University,,True,,,,,51.0,,40.578084,,-73.933633,,17264.0,
242,BRONX,5,,,College/University,,True,,,,,95.0,,40.8562,,-73.913256,,21789.0,
243,QUEENS,5,,Whole Property,College/University,No,True,No,,,,101.0,,40.745095,0.0,-73.936635,69.4,502190.0,
244,BRONX,5,,Whole Property,College/University,Yes,True,No,,,,61.0,,40.873595,0.0,-73.895624,1344.4,102966.0,
245,BRONX,5,,,College/University,,True,,,,,35.0,,40.840948,,-73.900334,,49040.0,
246,BRONX,5,,,College/University,Yes,True,,,,,9.0,,40.874851,,-73.894642,0.0,73597.0,
247,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,60.0,,40.770141,0.0,-73.984974,115.6,386575.0,
248,MANHATTAN,15,,Whole Property,College/University,No,True,No,,100.0,,81.0,100.0,40.731451,0.0,-73.994472,154.4,27404.0,3885.0
249,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,57.0,,40.816968,,-73.960754,0.0,256528.0,
250,MANHATTAN,5,,,College/University,No,True,,,,,49.0,,40.819574,,-73.949921,54.1,620782.0,
251,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,112.0,,40.754014,0.0,-73.980033,61.4,36616.0,
252,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,86.0,,40.764186,0.0,-73.978929,85.0,32240.0,
253,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,124.0,,40.808771,0.0,-73.963327,88.7,59898.0,
254,BROOKLYN,5,,,College/University,,True,,,,,44.0,,40.578497,,-73.9349,,35986.0,
255,QUEENS,5,,,College/University,,True,,,,,43.0,,40.753373,,-73.758329,,137899.0,
256,BROOKLYN,5,,,College/University,,True,,,,,84.0,,40.631046,,-73.952512,,309426.0,
257,BROOKLYN,5,,,College/University,,True,,,,,6.0,,40.695538,,-73.987119,,367025.0,
258,QUEENS,5,,,College/University,,True,,,,,18.0,,40.736367,,-73.814704,,8076.0,
259,MANHATTAN,5,,Whole Property,College/University,Yes,True,No,,,,92.0,,40.769465,0.0,-73.959952,84.1,177183.0,
260,BRONX,5,,,College/University,,True,,,,,117.0,,40.860733,,-73.889535,,37773.0,
261,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,126.0,,40.729099,0.0,-73.993682,4.0,453161.0,
262,QUEENS,5,,,College/University,,True,,,,,55.0,,40.733896,,-73.816226,,7945.0,
263,BRONX,5,,Whole Property,College/University,,False,Yes,,,,161.0,,40.859339,0.0,-73.912461,12.6,16024.0,
264,MANHATTAN,5,,,College/University,,True,,,,,50.0,,40.728924,,-73.993834,,53116.0,
265,BRONX,5,,,College/University,,False,,,,,86.0,,40.860733,,-73.889535,,1187.0,
266,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,116.0,,40.871943,,-73.91589,0.0,351.0,
267,QUEENS,5,,,College/University,,True,,,,,111.0,,40.75233,,-73.759517,,24920.0,
268,MANHATTAN,10,,Whole Property,College/University,,True,Yes,,,,71.0,,40.737878,0.0,-73.97688,219.7,210232.0,
269,MANHATTAN,5,,,College/University,,True,,,,,114.0,,40.819967,,-73.949657,,61498.0,
270,MANHATTAN,5,,,College/University,,True,,,,,13.0,,40.818145,,-73.951317,,173151.0,
271,BRONX,10,,Whole Property,College/University,No,True,No,,,,24.0,,40.879012,0.0,-73.826565,50.0,76423.0,
272,BROOKLYN,5,,,College/University,,True,Yes,,,,44.0,,40.578497,0.0,-73.9349,269.9,21985.0,
273,BRONX,5,,Whole Property,College/University,Yes,True,No,,,,7.0,,40.8889,0.0,-73.902964,111.4,54392.0,
274,QUEENS,5,,,College/University,,True,,,,,114.0,,40.736485,,-73.814704,,2450.0,
275,BRONX,5,,,College/University,,True,,,,,21.0,,40.860733,,-73.889535,,2868.0,
276,BRONX,5,,,College/University,,True,,,,,121.0,,40.858905,,-73.914981,,13536.0,
277,QUEENS,5,,Whole Property,College/University,,True,Yes,,,,13.0,,40.702637,0.0,-73.79565,38.5,10586.0,
278,,5,,Whole Property,College/University,Yes,True,No,,,,97.0,,,0.0,,101.1,376524.0,
279,MANHATTAN,25,,Whole Property,College/University,Yes,True,Yes,,,,124.0,,40.822207,0.0,-73.950262,9992.1,8103.0,
280,MANHATTAN,5,,,College/University,,True,,,,,59.0,,40.821956,,-73.948185,,318523.0,
281,BRONX,5,,Whole Property,College/University,No,True,No,,,,55.0,,40.857944,0.0,-73.883145,147.4,75065.0,
282,MANHATTAN,5,,,College/University,,True,,,,,3.0,,40.80986,,-73.963836,,117513.0,
283,MANHATTAN,5,,,College/University,Yes,True,Yes,,,,117.0,,40.77351,0.0,-73.979392,71.4,24096.0,
284,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,60.0,,40.771609,0.0,-73.984652,38.8,159040.0,
285,,5,,,College/University,,True,Yes,,,,28.0,,,0.0,,682.4,145140.0,
286,BROOKLYN,5,,,College/University,,True,,,,,16.0,,40.66673,,-73.956485,,44600.0,
287,BROOKLYN,25,,Whole Property,College/University,Yes,True,Yes,,,,113.0,,40.695547,0.0,-73.98714,84.5,1579694.0,
288,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,8.0,,40.735412,0.0,-73.994035,82.3,365000.0,
289,BRONX,5,,,College/University,,True,,,,,61.0,,40.873735,,-73.895516,,48619.0,
290,QUEENS,5,,Whole Property,College/University,No,True,No,,,,16.0,,40.718276,0.0,-73.814927,6.5,42700.0,
291,MANHATTAN,5,,,College/University,,True,,,,,47.0,,40.746147,,-73.994168,49.7,153097.0,
292,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,66.0,,40.691881,0.0,-73.965458,119.1,26314.0,
293,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,134.0,,40.691169,0.0,-73.963572,118.7,53865.0,
294,BROOKLYN,5,,,College/University,,True,,,,,50.0,,40.630511,,-73.95243,,150917.0,
295,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,11.0,,40.809914,0.0,-73.960607,1976.8,207842.0,
296,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,96.0,,40.738587,0.0,-73.982592,97.9,50509.0,
297,BRONX,5,,,College/University,,True,,,,,19.0,,40.873762,,-73.895494,,2296.0,
298,,5,,Whole Property,College/University,No,True,No,,,,72.0,,,0.0,,16.4,120567.0,
299,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,101.0,,40.741561,0.0,-74.002674,143.5,48800.0,
300,BRONX,5,,,College/University,,True,,,,,99.0,,40.889155,,-73.902045,,22804.0,
301,MANHATTAN,,,Whole Property,College/University,Yes,True,Yes,,,,124.0,,40.819196,0.0,-73.950221,177.6,3394195.0,
302,BROOKLYN,5,,,College/University,,True,,,,,45.0,,40.578103,,-73.9327,,105401.0,
303,,5,,Another configuration,College/University,No,True,No,,,,19.0,,,0.0,,2.9,165863.0,
304,MANHATTAN,5,,Whole Property,College/University,Yes,True,No,,,,97.0,,40.812475,0.0,-73.961931,124.5,140460.0,
305,,,,Whole Property,College/University,Yes,True,Yes,,,,114.0,,,0.0,,91.8,2516390.0,
306,,5,,,College/University,,True,,,,,27.0,,,,,,67990.0,
307,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,101.0,,40.734877,0.0,-73.994422,67.4,329175.0,
308,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,57.0,,40.810233,0.0,-73.962261,56.8,154289.0,
309,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,99.0,,40.625742,0.0,-73.956223,23.6,41922.0,
310,BROOKLYN,5,,,College/University,,True,,,,,44.0,,40.578497,,-73.9349,,34870.0,
311,BROOKLYN,5,,,College/University,,True,,,,,51.0,,40.578119,,-73.93269,,12071.0,
312,BRONX,5,,,College/University,,True,,,,,130.0,,40.860733,,-73.889535,,50000.0,
313,MANHATTAN,5,,Whole Property,College/University,No,False,No,,,,132.0,,40.71187,0.0,-74.00641,58.0,125840.0,
314,MANHATTAN,5,,,College/University,,True,,,,,114.0,,40.809086,,-73.963121,,97000.0,
315,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,126.0,,40.729945,,-73.995663,0.0,25141.0,
316,BRONX,5,,,College/University,,True,,,,,53.0,,40.860733,,-73.889535,,81722.0,
317,BRONX,5,,,College/University,,True,,,,,98.0,,40.860733,,-73.889535,,55537.0,
318,BRONX,5,,,College/University,,True,,,,,85.0,,40.860733,,-73.889535,,116566.0,
319,BRONX,5,,Whole Property,College/University,No,True,Yes,,,,74.0,,40.885976,0.0,-73.901388,65.9,203837.0,
320,BROOKLYN,5,,,College/University,,True,,,,,44.0,,40.578497,,-73.9349,,34644.0,
321,,5,,Whole Property,College/University,No,True,No,,,,101.0,,,0.0,,78.0,69388.0,
322,BROOKLYN,5,,,College/University,,True,,,,,49.0,,40.578117,,-73.932758,,17391.0,
323,,5,,Whole Property,College/University,,True,No,,,,68.0,,,0.0,,78.7,61657.0,
324,MANHATTAN,10,,Whole Property,College/University,No,True,No,,,,100.0,,40.871929,0.0,-73.915807,192.3,104094.0,
325,STATEN IS,5,,,College/University,,True,,,,,86.0,,40.622406,,-74.088569,,12982.0,
326,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,25.0,,40.806355,0.0,-73.961378,72.4,83132.0,
327,QUEENS,5,,,College/University,,True,,,,,13.0,,40.752286,,-73.759625,,1307.0,
328,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,5.0,,40.844674,0.0,-73.942446,626.0,115531.0,
329,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,111.0,,40.691617,0.0,-73.963641,151.3,27024.0,
330,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,111.0,,40.807616,0.0,-73.95891,25.2,364581.0,
331,MANHATTAN,5,,,College/University,,True,,,,,23.0,,40.84002,,-73.938713,,34891.0,
332,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,79.0,,40.709403,0.0,-74.006575,47.6,47500.0,
333,BRONX,5,,,College/University,,True,,,,,43.0,,40.889419,,-73.900175,,59293.0,
334,,5,,,College/University,Yes,True,,,,,79.0,,,,,1098.8,83407.0,
335,,5,,,College/University,,True,,,,,79.0,,,,,,48430.0,
336,,5,,Another configuration,College/University,No,True,No,,,,115.0,,,,,0.3,60120.0,
337,QUEENS,5,,,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,157355.0,
338,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,91.0,,40.808468,0.0,-73.959871,81.5,139953.0,
339,BROOKLYN,5,,,College/University,No,True,,,,,18.0,,40.578497,,-73.935321,7.4,42008.0,
340,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,95.0,,40.752524,0.0,-73.980708,89.6,83267.0,
341,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,71.0,,40.806194,0.0,-73.957517,192.6,38298.0,
342,BRONX,5,,,College/University,,True,,,,,45.0,,40.860733,,-73.889535,,90445.0,
343,,5,,Another configuration,College/University,No,True,No,,,,121.0,,,0.0,,53.9,66772.0,
344,QUEENS,5,,,College/University,,True,,,,,61.0,,40.737698,,-73.814812,,43128.0,
345,BROOKLYN,5,,,College/University,,True,,,,,45.0,,40.578502,,-73.935198,,100443.0,
346,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,53.0,,40.692319,0.0,-73.989654,89.1,245900.0,
347,QUEENS,5,,,College/University,Yes,True,Yes,,,,78.0,,40.738266,0.0,-73.824932,44.7,179841.0,
348,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,34.0,,40.807277,0.0,-73.962129,242.4,159516.0,
349,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,126.0,,40.730414,0.0,-73.994927,36.3,40096.0,
350,BRONX,5,,,College/University,,True,Yes,,,,125.0,,40.857136,0.0,-73.909781,13.4,41365.0,
351,BROOKLYN,5,,Another configuration,College/University,No,False,,,,,50.0,,40.694858,,-73.987158,10.0,86801.0,
352,,5,,,College/University,,True,,,,,28.0,,,,,,78658.0,
353,,5,,,College/University,,True,,,,,27.0,,,,,,76564.0,
354,MANHATTAN,15,,,College/University,Yes,True,Yes,,,,84.0,,40.768973,0.0,-73.965367,217.0,751718.0,
355,BRONX,5,,,College/University,,True,,,,,120.0,,40.860733,,-73.889535,,28200.0,
356,MANHATTAN,5,,,College/University,,True,,,,,114.0,,40.809086,,-73.963121,,126000.0,
357,QUEENS,20,,Whole Property,College/University,No,True,No,,,,64.0,,40.725601,0.0,-73.791694,39.9,4736343.0,
358,QUEENS,5,,Whole Property,College/University,Yes,True,Yes,,,,50.0,,40.737701,0.0,-73.81479,52.3,32941.0,
359,MANHATTAN,10,,Whole Property,College/University,No,True,No,,,,12.0,,40.718175,0.0,-74.007114,75.4,344852.0,
360,BROOKLYN,10,,,College/University,Yes,True,Yes,,,,54.0,,40.695547,0.0,-73.98714,272.7,373875.0,
361,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,52.0,,40.849728,100.0,-73.92974,114.8,253942.0,
362,STATEN IS,5,,,College/University,,True,,,,,86.0,,40.622406,,-74.088569,,38000.0,
363,BROOKLYN,5,,,College/University,,True,,,,,84.0,,40.632368,,-73.950649,,291594.0,
364,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,99.0,,40.809342,0.0,-73.949217,117.0,152805.0,
365,BRONX,5,,,College/University,,True,,,,,183.0,,40.860733,,-73.889535,,36409.0,
366,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,82.0,,40.742101,0.0,-73.994901,97.9,77437.0,
367,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,111.0,,40.742065,0.0,-73.994818,80.7,51384.0,
368,BRONX,5,,,College/University,,True,,,,,95.0,,40.856098,,-73.912609,,75764.0,
369,QUEENS,5,,,College/University,,True,,,,,70.0,,40.737487,,-73.814769,,15755.0,
370,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,126.0,,40.731265,0.0,-73.99506,76.3,69026.0,
371,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,91.0,,40.727587,0.0,-73.991345,64.0,135769.0,
372,QUEENS,5,,,College/University,,True,,,,,96.0,,40.735771,,-73.814709,,30409.0,
373,BROOKLYN,25,,Whole Property,College/University,Yes,True,Yes,,,,44.0,,40.578497,0.0,-73.9349,1184.8,62121.0,
374,BROOKLYN,5,,,College/University,,True,,,,,21.0,,40.629967,,-73.957186,,20890.0,
375,BROOKLYN,5,,,College/University,Yes,True,,,,,45.0,,40.578397,,-73.937769,103904.1,1108.0,
376,MANHATTAN,5,,,College/University,,True,,,,,71.0,,40.737878,,-73.97688,,129622.0,
377,BRONX,5,,,College/University,,True,,,,,154.0,,40.860733,,-73.889535,,102610.0,
378,MANHATTAN,5,,,College/University,,True,,,,,121.0,,40.768069,,-73.963935,,103161.0,
379,BROOKLYN,5,,,College/University,,True,,,,,54.0,,40.578111,,-73.933039,,19316.0,
380,,5,,Whole Property,College/University,No,True,No,,,,32.0,,,0.0,,99.3,121000.0,
381,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,103.0,,40.738642,0.0,-73.982679,86.2,38248.0,
382,BRONX,5,,,College/University,,True,,,,,61.0,,40.857624,,-73.91594,,65019.0,
383,MANHATTAN,5,,,College/University,,True,,,,,16.0,,40.747563,,-73.994153,,22760.0,
384,MANHATTAN,10,,Whole Property,College/University,Yes,True,Yes,,,,46.0,,40.747912,0.0,-73.996571,487.6,223212.0,
385,BROOKLYN,5,,,College/University,,True,,,,,44.0,,40.578432,,-73.936768,,97791.0,
386,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,111.0,,40.728978,0.0,-73.995378,22.7,73884.0,
387,QUEENS,5,,,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,51250.0,
388,BRONX,5,,,College/University,,True,,,,,69.0,,40.88905,,-73.901535,,65348.0,
389,QUEENS,5,,,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,220815.0,
390,BRONX,5,,Whole Property,College/University,,True,,,,,99.0,,40.88943,,-73.900164,254.4,66838.0,
391,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,11.0,,40.693708,1.539106,-73.963265,104.6,133424.0,
392,QUEENS,5,,Whole Property,College/University,No,True,No,,,,61.0,,40.774893,0.0,-73.899436,80.9,33200.0,
393,STATEN IS,5,,Whole Property,College/University,No,True,No,,,,53.0,,40.613689,0.0,-74.095433,1124.4,48600.0,
394,MANHATTAN,5,,Whole Property,College/University,Yes,False,Yes,,,,65.0,,40.758594,0.0,-73.994961,23.4,170622.0,
395,,5,,Whole Property,College/University,No,True,No,,,,8.0,,,0.0,,158.2,169481.0,
396,BRONX,5,,,College/University,,True,,,,,91.0,,40.860733,,-73.889535,,44753.0,
397,MANHATTAN,5,,,College/University,,True,,,,,14.0,,40.819615,,-73.947956,,6681.0,
398,BRONX,5,,,College/University,,True,,,,,94.0,,40.860733,,-73.889535,,37397.0,
399,BROOKLYN,25+,,Whole Property,College/University,Yes,True,Yes,,,,54.0,,40.578497,0.0,-73.9349,118.2,1655529.0,
400,QUEENS,5,,Whole Property,College/University,No,True,No,,,,22.0,,40.724511,0.0,-73.815747,39.8,165240.0,
401,BRONX,5,,,College/University,,True,,,,,157.0,,40.860733,,-73.889535,,1572.0,
402,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,57.0,,40.810129,0.0,-73.962337,22.1,203389.0,
403,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,71.0,,40.817892,0.0,-73.957719,115.8,211112.0,
404,BRONX,5,,,College/University,No,True,,,,,10.0,,40.857528,,-73.915966,57.3,13327.0,
405,BROOKLYN,5,,,College/University,,True,,,,,51.0,,40.578103,,-73.933561,,10043.0,
406,,5,,,College/University,,True,,,,,79.0,,,,,,44734.0,
407,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,59.0,,40.850603,100.0,-73.929417,20.3,105698.0,
408,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,94.0,,40.804877,0.0,-73.940692,90.7,55770.0,
409,BRONX,5,,,College/University,,True,,,,,101.0,,40.856332,,-73.91412,,28711.0,
410,QUEENS,5,,,College/University,,True,,,,,46.0,,40.737443,,-73.814762,,6135.0,
411,QUEENS,5,,,College/University,,True,,,,,96.0,,40.735727,,-73.814713,,29539.0,
412,QUEENS,5,,,College/University,,True,,,,,75.0,,40.737432,,-73.814759,,2022.0,
413,MANHATTAN,5,,,College/University,,False,,,,,17.0,,40.747475,,-73.99581,,18501.0,
414,QUEENS,,,Whole Property,College/University,Yes,True,Yes,,,,53.0,,40.736707,0.0,-73.814703,964.4,216099.0,
415,BRONX,5,,Whole Property,College/University,No,True,No,,,,52.0,,40.850813,99.36522,-73.850257,141.0,51389.0,
416,STATEN IS,15,,Whole Property,College/University,Yes,True,Yes,,,,79.0,,40.608853,0.0,-74.153335,137.6,1415536.0,
417,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,101.0,,40.699022,0.0,-73.986909,52.0,217813.0,
418,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,96.0,,40.807692,0.0,-73.964116,122.3,104560.0,
419,BRONX,5,,,College/University,,True,,,,,87.0,,40.872898,,-73.896175,,126720.0,
420,BRONX,5,,,College/University,,True,,,,,99.0,,40.889155,,-73.902045,,20067.0,
421,,5,,,College/University,,True,,,,,79.0,,,,,,80734.0,
422,BRONX,5,,,College/University,,True,,,,,41.0,,40.871244,,-73.894048,,77736.0,
423,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,71.0,,40.809164,0.0,-73.959357,85.0,27825.0,
424,MANHATTAN,10,,Whole Property,College/University,No,True,No,,,,71.0,,40.809074,0.0,-73.959426,224.3,164206.0,
425,BRONX,5,,,College/University,,True,,,,,98.0,,40.889155,,-73.902045,,36855.0,
426,QUEENS,5,,,College/University,,True,,,,,46.0,,40.737443,,-73.814762,,8275.0,
427,QUEENS,5,,,College/University,,True,,,,,38.0,,40.752319,,-73.759524,,2313.0,
428,BROOKLYN,5,,,College/University,No,True,,,,,17.0,,40.580894,,-73.935952,0.2,133951.0,
429,MANHATTAN,5,,,College/University,,True,,,,,43.0,,40.746715,,-73.993756,,183334.0,
430,MANHATTAN,5,,,College/University,,True,,,,,59.0,,40.820345,,-73.949357,,55789.0,
431,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,128.0,,40.73054,0.0,-73.995706,83.2,230116.0,
432,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,96.0,,40.807434,0.0,-73.964307,33.6,77271.0,
433,BRONX,5,,,College/University,,True,,,,,47.0,,40.871842,,-73.893573,,6543.0,
434,QUEENS,5,,,College/University,,True,,,,,54.0,,40.754529,,-73.754448,,10243.0,
435,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,97.0,,40.808194,0.0,-73.963747,115.6,105413.0,
436,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,111.0,,40.809716,0.0,-73.96009,166.7,641800.0,
437,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,60.0,,40.806401,0.0,-73.960024,35.8,248660.0,
438,,5,,,College/University,,True,,,,,79.0,,,,,,48458.0,
439,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,71.0,,40.73098,,-73.999495,0.0,250765.0,
440,QUEENS,5,,,College/University,,True,,,,,84.0,,40.737465,,-73.814766,,39506.0,
441,QUEENS,5,,,College/University,,True,,,,,18.0,,40.736367,,-73.814704,,216650.0,
442,QUEENS,5,,,College/University,,True,,,,,46.0,,40.737443,,-73.814762,,2100.0,
443,BRONX,5,,Whole Property,College/University,No,True,No,,,,52.0,,40.850813,99.36522,-73.850257,141.0,51389.0,
444,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,10.0,,40.734454,0.0,-73.994043,60.4,122496.0,
445,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,71.0,,40.805156,0.0,-73.965042,140.6,54249.0,
446,BROOKLYN,10,,Whole Property,College/University,No,True,No,,,,84.0,,40.63176,0.0,-73.952645,30.9,321828.0,
447,BROOKLYN,5,,Whole Property,College/University,No,False,No,,,,118.0,,40.690559,0.0,-73.968286,23.1,59800.0,
448,,5,,,College/University,,True,,,,,79.0,,,,,,44523.0,
449,BRONX,5,,,College/University,,True,,,,,99.0,,40.889155,,-73.902045,,36937.0,
450,MANHATTAN,10,,Whole Property,College/University,No,True,Yes,,,,114.0,,40.809086,0.0,-73.963121,109.2,715513.0,
451,QUEENS,5,,Whole Property,College/University,No,True,No,,,,50.0,,40.737701,0.0,-73.81479,54.3,35096.0,
452,QUEENS,5,,,College/University,,True,,,,,54.0,,40.733896,,-73.816226,,12891.0,
453,QUEENS,5,,,College/University,,True,,,,,33.0,,40.737566,,-73.814787,,118228.0,
454,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,71.0,,40.807112,0.0,-73.961735,191.5,11712.0,
455,QUEENS,5,,Whole Property,College/University,No,True,Yes,,,,47.0,,40.701022,0.0,-73.798108,39.6,49590.0,
456,QUEENS,5,,,College/University,,True,,,,,56.0,,40.752286,,-73.759625,,8660.0,
457,BROOKLYN,5,,,College/University,,True,,,,,54.0,,40.578106,,-73.933388,,36164.0,
458,,5,,Another configuration,College/University,No,True,No,,,,91.0,,,,,3.7,141180.0,
459,MANHATTAN,20,,,College/University,,True,Yes,,,,9.0,,40.714066,0.0,-74.011586,86.2,397737.0,
